dags,kyn,rekstrarform,starfandi,bakgrunnur,tegund
2016-10-01,Alls,G: samvinnufélög,578,Íslenskur bakgrunnur,Annad
2016-10-01,Alls,G: samvinnufélög,340,Innflytjendur,Annad
2016-10-01,Karlar,G: samvinnufélög,560,Alls,Annad
2016-10-01,Karlar,G: samvinnufélög,325,Íslenskur bakgrunnur,Annad
2016-10-01,Karlar,G: samvinnufélög,235,Innflytjendur,Annad
2016-10-01,Konur,G: samvinnufélög,358,Alls,Annad
2016-10-01,Konur,G: samvinnufélög,253,Íslenskur bakgrunnur,Annad
2016-10-01,Konur,G: samvinnufélög,105,Innflytjendur,Annad
2016-11-01,Alls,G: samvinnufélög,834,Alls,Annad
2016-11-01,Alls,G: samvinnufélög,586,Íslenskur bakgrunnur,Annad
2016-11-01,Alls,G: samvinnufélög,248,Innflytjendur,Annad
2016-11-01,Karlar,G: samvinnufélög,494,Alls,Annad
2016-11-01,Karlar,G: samvinnufélög,327,Íslenskur bakgrunnur,Annad
2016-11-01,Karlar,G: samvinnufélög,167,Innflytjendur,Annad
2016-11-01,Konur,G: samvinnufélög,340,Alls,Annad
2016-11-01,Konur,G: samvinnufélög,259,Íslenskur bakgrunnur,Annad
2016-11-01,Konur,G: samvinnufélög,81,Innflytjendur,Annad
2016-12-01,Alls,G: samvinnufélög,719,Alls,Annad
2016-12-01,Alls,G: samvinnufélög,563,Íslenskur bakgrunnur,Annad
2016-12-01,Alls,G: samvinnufélög,156,Innflytjendur,Annad
2016-12-01,Karlar,G: samvinnufélög,419,Alls,Annad
2016-12-01,Karlar,G: samvinnufélög,326,Íslenskur bakgrunnur,Annad
2016-12-01,Karlar,G: samvinnufélög,93,Innflytjendur,Annad
2016-12-01,Konur,G: samvinnufélög,300,Alls,Annad
2016-12-01,Konur,G: samvinnufélög,237,Íslenskur bakgrunnur,Annad
2016-12-01,Konur,G: samvinnufélög,63,Innflytjendur,Annad
2017-01-01,Alls,G: samvinnufélög,692,Alls,Annad
2017-01-01,Alls,G: samvinnufélög,559,Íslenskur bakgrunnur,Annad
2017-01-01,Alls,G: samvinnufélög,133,Innflytjendur,Annad
2017-01-01,Karlar,G: samvinnufélög,387,Alls,Annad
2017-01-01,Karlar,G: samvinnufélög,309,Íslenskur bakgrunnur,Annad
2017-01-01,Karlar,G: samvinnufélög,78,Innflytjendur,Annad
2017-01-01,Konur,G: samvinnufélög,305,Alls,Annad
2017-01-01,Konur,G: samvinnufélög,250,Íslenskur bakgrunnur,Annad
2017-01-01,Konur,G: samvinnufélög,55,Innflytjendur,Annad
2017-02-01,Alls,G: samvinnufélög,650,Alls,Annad
2017-02-01,Alls,G: samvinnufélög,517,Íslenskur bakgrunnur,Annad
2017-02-01,Alls,G: samvinnufélög,133,Innflytjendur,Annad
2017-02-01,Karlar,G: samvinnufélög,374,Alls,Annad
2017-02-01,Karlar,G: samvinnufélög,295,Íslenskur bakgrunnur,Annad
2017-02-01,Karlar,G: samvinnufélög,79,Innflytjendur,Annad
2017-02-01,Konur,G: samvinnufélög,276,Alls,Annad
2017-02-01,Konur,G: samvinnufélög,222,Íslenskur bakgrunnur,Annad
2017-02-01,Konur,G: samvinnufélög,54,Innflytjendur,Annad
2017-03-01,Alls,G: samvinnufélög,667,Alls,Annad
2017-03-01,Alls,G: samvinnufélög,531,Íslenskur bakgrunnur,Annad
2017-03-01,Alls,G: samvinnufélög,136,Innflytjendur,Annad
2017-03-01,Karlar,G: samvinnufélög,392,Alls,Annad
2017-03-01,Karlar,G: samvinnufélög,312,Íslenskur bakgrunnur,Annad
2017-03-01,Karlar,G: samvinnufélög,80,Innflytjendur,Annad
2017-03-01,Konur,G: samvinnufélög,275,Alls,Annad
2017-03-01,Konur,G: samvinnufélög,219,Íslenskur bakgrunnur,Annad
2017-03-01,Konur,G: samvinnufélög,56,Innflytjendur,Annad
2017-04-01,Alls,G: samvinnufélög,680,Alls,Annad
2017-04-01,Alls,G: samvinnufélög,536,Íslenskur bakgrunnur,Annad
2017-04-01,Alls,G: samvinnufélög,144,Innflytjendur,Annad
2017-04-01,Karlar,G: samvinnufélög,398,Alls,Annad
2017-04-01,Karlar,G: samvinnufélög,315,Íslenskur bakgrunnur,Annad
2017-04-01,Karlar,G: samvinnufélög,83,Innflytjendur,Annad
2017-04-01,Konur,G: samvinnufélög,282,Alls,Annad
2017-04-01,Konur,G: samvinnufélög,221,Íslenskur bakgrunnur,Annad
2017-04-01,Konur,G: samvinnufélög,61,Innflytjendur,Annad
2017-05-01,Alls,G: samvinnufélög,776,Alls,Annad
2017-05-01,Alls,G: samvinnufélög,627,Íslenskur bakgrunnur,Annad
2017-05-01,Alls,G: samvinnufélög,149,Innflytjendur,Annad
2017-05-01,Karlar,G: samvinnufélög,468,Alls,Annad
2017-05-01,Karlar,G: samvinnufélög,382,Íslenskur bakgrunnur,Annad
2017-05-01,Karlar,G: samvinnufélög,86,Innflytjendur,Annad
2017-05-01,Konur,G: samvinnufélög,308,Alls,Annad
2017-05-01,Konur,G: samvinnufélög,245,Íslenskur bakgrunnur,Annad
2017-05-01,Konur,G: samvinnufélög,63,Innflytjendur,Annad
2017-06-01,Alls,G: samvinnufélög,736,Alls,Annad
2017-06-01,Alls,G: samvinnufélög,583,Íslenskur bakgrunnur,Annad
2017-06-01,Alls,G: samvinnufélög,153,Innflytjendur,Annad
2017-06-01,Karlar,G: samvinnufélög,421,Alls,Annad
2017-06-01,Karlar,G: samvinnufélög,331,Íslenskur bakgrunnur,Annad
2017-06-01,Karlar,G: samvinnufélög,90,Innflytjendur,Annad
2017-06-01,Konur,G: samvinnufélög,315,Alls,Annad
2017-06-01,Konur,G: samvinnufélög,252,Íslenskur bakgrunnur,Annad
2017-06-01,Konur,G: samvinnufélög,63,Innflytjendur,Annad
2017-07-01,Alls,G: samvinnufélög,766,Alls,Annad
2017-07-01,Alls,G: samvinnufélög,593,Íslenskur bakgrunnur,Annad
2017-07-01,Alls,G: samvinnufélög,173,Innflytjendur,Annad
2017-07-01,Karlar,G: samvinnufélög,442,Alls,Annad
2017-07-01,Karlar,G: samvinnufélög,338,Íslenskur bakgrunnur,Annad
2017-07-01,Karlar,G: samvinnufélög,104,Innflytjendur,Annad
2017-07-01,Konur,G: samvinnufélög,324,Alls,Annad
2017-07-01,Konur,G: samvinnufélög,255,Íslenskur bakgrunnur,Annad
2017-07-01,Konur,G: samvinnufélög,69,Innflytjendur,Annad
2017-08-01,Alls,G: samvinnufélög,759,Alls,Annad
2017-08-01,Alls,G: samvinnufélög,584,Íslenskur bakgrunnur,Annad
2017-08-01,Alls,G: samvinnufélög,175,Innflytjendur,Annad
2017-08-01,Karlar,G: samvinnufélög,442,Alls,Annad
2017-08-01,Karlar,G: samvinnufélög,338,Íslenskur bakgrunnur,Annad
2017-08-01,Karlar,G: samvinnufélög,104,Innflytjendur,Annad
2017-08-01,Konur,G: samvinnufélög,317,Alls,Annad
2017-08-01,Konur,G: samvinnufélög,246,Íslenskur bakgrunnur,Annad
2017-08-01,Konur,G: samvinnufélög,71,Innflytjendur,Annad
2017-09-01,Alls,G: samvinnufélög,932,Alls,Annad
2017-09-01,Alls,G: samvinnufélög,541,Íslenskur bakgrunnur,Annad
2017-09-01,Alls,G: samvinnufélög,391,Innflytjendur,Annad
2017-09-01,Karlar,G: samvinnufélög,577,Alls,Annad
2017-09-01,Karlar,G: samvinnufélög,308,Íslenskur bakgrunnur,Annad
2017-09-01,Karlar,G: samvinnufélög,269,Innflytjendur,Annad
2017-09-01,Konur,G: samvinnufélög,355,Alls,Annad
2017-09-01,Konur,G: samvinnufélög,233,Íslenskur bakgrunnur,Annad
2017-09-01,Konur,G: samvinnufélög,122,Innflytjendur,Annad
2017-10-01,Alls,G: samvinnufélög,937,Alls,Annad
2017-10-01,Alls,G: samvinnufélög,559,Íslenskur bakgrunnur,Annad
2017-10-01,Alls,G: samvinnufélög,378,Innflytjendur,Annad
2017-10-01,Karlar,G: samvinnufélög,576,Alls,Annad
2017-10-01,Karlar,G: samvinnufélög,318,Íslenskur bakgrunnur,Annad
2017-10-01,Karlar,G: samvinnufélög,258,Innflytjendur,Annad
2017-10-01,Konur,G: samvinnufélög,361,Alls,Annad
2017-10-01,Konur,G: samvinnufélög,241,Íslenskur bakgrunnur,Annad
2017-10-01,Konur,G: samvinnufélög,120,Innflytjendur,Annad
2017-11-01,Alls,G: samvinnufélög,837,Alls,Annad
2017-11-01,Alls,G: samvinnufélög,563,Íslenskur bakgrunnur,Annad
2017-11-01,Alls,G: samvinnufélög,274,Innflytjendur,Annad
2017-11-01,Karlar,G: samvinnufélög,496,Alls,Annad
2017-11-01,Karlar,G: samvinnufélög,323,Íslenskur bakgrunnur,Annad
2017-11-01,Karlar,G: samvinnufélög,173,Innflytjendur,Annad
2017-11-01,Konur,G: samvinnufélög,341,Alls,Annad
2017-11-01,Konur,G: samvinnufélög,240,Íslenskur bakgrunnur,Annad
2017-11-01,Konur,G: samvinnufélög,101,Innflytjendur,Annad
2017-12-01,Alls,G: samvinnufélög,752,Alls,Annad
2017-12-01,Alls,G: samvinnufélög,568,Íslenskur bakgrunnur,Annad
2017-12-01,Alls,G: samvinnufélög,184,Innflytjendur,Annad
2017-12-01,Karlar,G: samvinnufélög,448,Alls,Annad
2017-12-01,Karlar,G: samvinnufélög,341,Íslenskur bakgrunnur,Annad
2017-12-01,Karlar,G: samvinnufélög,107,Innflytjendur,Annad
2017-12-01,Konur,G: samvinnufélög,304,Alls,Annad
2017-12-01,Konur,G: samvinnufélög,227,Íslenskur bakgrunnur,Annad
2017-12-01,Konur,G: samvinnufélög,77,Innflytjendur,Annad
2018-01-01,Alls,G: samvinnufélög,684,Alls,Annad
2018-01-01,Alls,G: samvinnufélög,521,Íslenskur bakgrunnur,Annad
2018-01-01,Alls,G: samvinnufélög,163,Innflytjendur,Annad
2018-01-01,Karlar,G: samvinnufélög,393,Alls,Annad
2018-01-01,Karlar,G: samvinnufélög,299,Íslenskur bakgrunnur,Annad
2018-01-01,Karlar,G: samvinnufélög,94,Innflytjendur,Annad
2018-01-01,Konur,G: samvinnufélög,291,Alls,Annad
2018-01-01,Konur,G: samvinnufélög,222,Íslenskur bakgrunnur,Annad
2018-01-01,Konur,G: samvinnufélög,69,Innflytjendur,Annad
2018-02-01,Alls,G: samvinnufélög,653,Alls,Annad
2018-02-01,Alls,G: samvinnufélög,488,Íslenskur bakgrunnur,Annad
2018-02-01,Alls,G: samvinnufélög,165,Innflytjendur,Annad
2018-02-01,Karlar,G: samvinnufélög,378,Alls,Annad
2018-02-01,Karlar,G: samvinnufélög,281,Íslenskur bakgrunnur,Annad
2018-02-01,Karlar,G: samvinnufélög,97,Innflytjendur,Annad
2018-02-01,Konur,G: samvinnufélög,275,Alls,Annad
2018-02-01,Konur,G: samvinnufélög,207,Íslenskur bakgrunnur,Annad
2018-02-01,Konur,G: samvinnufélög,68,Innflytjendur,Annad
2018-03-01,Alls,G: samvinnufélög,673,Alls,Annad
2018-03-01,Alls,G: samvinnufélög,512,Íslenskur bakgrunnur,Annad
2018-03-01,Alls,G: samvinnufélög,161,Innflytjendur,Annad
2018-03-01,Karlar,G: samvinnufélög,392,Alls,Annad
2018-03-01,Karlar,G: samvinnufélög,298,Íslenskur bakgrunnur,Annad
2018-03-01,Karlar,G: samvinnufélög,94,Innflytjendur,Annad
2018-03-01,Konur,G: samvinnufélög,281,Alls,Annad
2018-03-01,Konur,G: samvinnufélög,214,Íslenskur bakgrunnur,Annad
2018-03-01,Konur,G: samvinnufélög,67,Innflytjendur,Annad
2018-04-01,Alls,G: samvinnufélög,711,Alls,Annad
2018-04-01,Alls,G: samvinnufélög,543,Íslenskur bakgrunnur,Annad
2018-04-01,Alls,G: samvinnufélög,168,Innflytjendur,Annad
2018-04-01,Karlar,G: samvinnufélög,429,Alls,Annad
2018-04-01,Karlar,G: samvinnufélög,333,Íslenskur bakgrunnur,Annad
2018-04-01,Karlar,G: samvinnufélög,96,Innflytjendur,Annad
2018-04-01,Konur,G: samvinnufélög,282,Alls,Annad
2018-04-01,Konur,G: samvinnufélög,210,Íslenskur bakgrunnur,Annad
2018-04-01,Konur,G: samvinnufélög,72,Innflytjendur,Annad
2018-05-01,Alls,G: samvinnufélög,748,Alls,Annad
2018-05-01,Alls,G: samvinnufélög,567,Íslenskur bakgrunnur,Annad
2018-05-01,Alls,G: samvinnufélög,181,Innflytjendur,Annad
2018-05-01,Karlar,G: samvinnufélög,444,Alls,Annad
2018-05-01,Karlar,G: samvinnufélög,344,Íslenskur bakgrunnur,Annad
2018-05-01,Karlar,G: samvinnufélög,100,Innflytjendur,Annad
2018-05-01,Konur,G: samvinnufélög,304,Alls,Annad
2018-05-01,Konur,G: samvinnufélög,223,Íslenskur bakgrunnur,Annad
2018-05-01,Konur,G: samvinnufélög,81,Innflytjendur,Annad
2018-06-01,Alls,G: samvinnufélög,746,Alls,Annad
2018-06-01,Alls,G: samvinnufélög,554,Íslenskur bakgrunnur,Annad
2018-06-01,Alls,G: samvinnufélög,192,Innflytjendur,Annad
2018-06-01,Karlar,G: samvinnufélög,427,Alls,Annad
2018-06-01,Karlar,G: samvinnufélög,320,Íslenskur bakgrunnur,Annad
2018-06-01,Karlar,G: samvinnufélög,107,Innflytjendur,Annad
2018-06-01,Konur,G: samvinnufélög,319,Alls,Annad
2018-06-01,Konur,G: samvinnufélög,234,Íslenskur bakgrunnur,Annad
2018-06-01,Konur,G: samvinnufélög,85,Innflytjendur,Annad
2018-07-01,Alls,G: samvinnufélög,770,Alls,Annad
2018-07-01,Alls,G: samvinnufélög,570,Íslenskur bakgrunnur,Annad
2018-07-01,Alls,G: samvinnufélög,200,Innflytjendur,Annad
2018-07-01,Karlar,G: samvinnufélög,443,Alls,Annad
2018-07-01,Karlar,G: samvinnufélög,329,Íslenskur bakgrunnur,Annad
2018-07-01,Karlar,G: samvinnufélög,114,Innflytjendur,Annad
2018-07-01,Konur,G: samvinnufélög,327,Alls,Annad
2018-07-01,Konur,G: samvinnufélög,241,Íslenskur bakgrunnur,Annad
2018-07-01,Konur,G: samvinnufélög,86,Innflytjendur,Annad
2018-08-01,Alls,G: samvinnufélög,799,Alls,Annad
2018-08-01,Alls,G: samvinnufélög,585,Íslenskur bakgrunnur,Annad
2018-08-01,Alls,G: samvinnufélög,214,Innflytjendur,Annad
2018-08-01,Karlar,G: samvinnufélög,460,Alls,Annad
2018-08-01,Karlar,G: samvinnufélög,339,Íslenskur bakgrunnur,Annad
2018-08-01,Karlar,G: samvinnufélög,121,Innflytjendur,Annad
2018-08-01,Konur,G: samvinnufélög,339,Alls,Annad
2018-08-01,Konur,G: samvinnufélög,246,Íslenskur bakgrunnur,Annad
2018-08-01,Konur,G: samvinnufélög,93,Innflytjendur,Annad
2018-09-01,Alls,G: samvinnufélög,974,Alls,Annad
2018-09-01,Alls,G: samvinnufélög,536,Íslenskur bakgrunnur,Annad
2018-09-01,Alls,G: samvinnufélög,438,Innflytjendur,Annad
2018-09-01,Karlar,G: samvinnufélög,602,Alls,Annad
2018-09-01,Karlar,G: samvinnufélög,308,Íslenskur bakgrunnur,Annad
2018-09-01,Karlar,G: samvinnufélög,294,Innflytjendur,Annad
2018-09-01,Konur,G: samvinnufélög,372,Alls,Annad
2018-09-01,Konur,G: samvinnufélög,228,Íslenskur bakgrunnur,Annad
2018-09-01,Konur,G: samvinnufélög,144,Innflytjendur,Annad
2018-10-01,Alls,G: samvinnufélög,949,Alls,Annad
2018-10-01,Alls,G: samvinnufélög,530,Íslenskur bakgrunnur,Annad
2018-10-01,Alls,G: samvinnufélög,419,Innflytjendur,Annad
2018-10-01,Karlar,G: samvinnufélög,583,Alls,Annad
2018-10-01,Karlar,G: samvinnufélög,302,Íslenskur bakgrunnur,Annad
2018-10-01,Karlar,G: samvinnufélög,281,Innflytjendur,Annad
2018-10-01,Konur,G: samvinnufélög,366,Alls,Annad
2018-10-01,Konur,G: samvinnufélög,228,Íslenskur bakgrunnur,Annad
2018-10-01,Konur,G: samvinnufélög,138,Innflytjendur,Annad
2018-11-01,Alls,G: samvinnufélög,858,Alls,Annad
2018-11-01,Alls,G: samvinnufélög,516,Íslenskur bakgrunnur,Annad
2018-11-01,Alls,G: samvinnufélög,342,Innflytjendur,Annad
2018-11-01,Karlar,G: samvinnufélög,517,Alls,Annad
2018-11-01,Karlar,G: samvinnufélög,301,Íslenskur bakgrunnur,Annad
2018-11-01,Karlar,G: samvinnufélög,216,Innflytjendur,Annad
2018-11-01,Konur,G: samvinnufélög,341,Alls,Annad
2018-11-01,Konur,G: samvinnufélög,215,Íslenskur bakgrunnur,Annad
2018-11-01,Konur,G: samvinnufélög,126,Innflytjendur,Annad
2018-12-01,Alls,G: samvinnufélög,761,Alls,Annad
2018-12-01,Alls,G: samvinnufélög,548,Íslenskur bakgrunnur,Annad
2018-12-01,Alls,G: samvinnufélög,213,Innflytjendur,Annad
2018-12-01,Karlar,G: samvinnufélög,441,Alls,Annad
2018-12-01,Karlar,G: samvinnufélög,323,Íslenskur bakgrunnur,Annad
2018-12-01,Karlar,G: samvinnufélög,118,Innflytjendur,Annad
2018-12-01,Konur,G: samvinnufélög,320,Alls,Annad
2018-12-01,Konur,G: samvinnufélög,225,Íslenskur bakgrunnur,Annad
2018-12-01,Konur,G: samvinnufélög,95,Innflytjendur,Annad
2019-01-01,Alls,G: samvinnufélög,720,Alls,Annad
2019-01-01,Alls,G: samvinnufélög,520,Íslenskur bakgrunnur,Annad
2019-01-01,Alls,G: samvinnufélög,200,Innflytjendur,Annad
2019-01-01,Karlar,G: samvinnufélög,403,Alls,Annad
2019-01-01,Karlar,G: samvinnufélög,296,Íslenskur bakgrunnur,Annad
2019-01-01,Karlar,G: samvinnufélög,107,Innflytjendur,Annad
2019-01-01,Konur,G: samvinnufélög,317,Alls,Annad
2019-01-01,Konur,G: samvinnufélög,224,Íslenskur bakgrunnur,Annad
2019-01-01,Konur,G: samvinnufélög,93,Innflytjendur,Annad
2019-02-01,Alls,G: samvinnufélög,712,Alls,Annad
2019-02-01,Alls,G: samvinnufélög,504,Íslenskur bakgrunnur,Annad
2019-02-01,Alls,G: samvinnufélög,208,Innflytjendur,Annad
2019-02-01,Karlar,G: samvinnufélög,390,Alls,Annad
2019-02-01,Karlar,G: samvinnufélög,278,Íslenskur bakgrunnur,Annad
2019-02-01,Karlar,G: samvinnufélög,112,Innflytjendur,Annad
2019-02-01,Konur,G: samvinnufélög,322,Alls,Annad
2019-02-01,Konur,G: samvinnufélög,226,Íslenskur bakgrunnur,Annad
2019-02-01,Konur,G: samvinnufélög,96,Innflytjendur,Annad
2019-03-01,Alls,G: samvinnufélög,709,Alls,Annad
2019-03-01,Alls,G: samvinnufélög,504,Íslenskur bakgrunnur,Annad
2019-03-01,Alls,G: samvinnufélög,205,Innflytjendur,Annad
2019-03-01,Karlar,G: samvinnufélög,385,Alls,Annad
2019-03-01,Karlar,G: samvinnufélög,276,Íslenskur bakgrunnur,Annad
2019-03-01,Karlar,G: samvinnufélög,109,Innflytjendur,Annad
2019-03-01,Konur,G: samvinnufélög,324,Alls,Annad
2019-03-01,Konur,G: samvinnufélög,228,Íslenskur bakgrunnur,Annad
2019-03-01,Konur,G: samvinnufélög,96,Innflytjendur,Annad
2019-04-01,Alls,G: samvinnufélög,819,Alls,Annad
2019-04-01,Alls,G: samvinnufélög,611,Íslenskur bakgrunnur,Annad
2019-04-01,Alls,G: samvinnufélög,208,Innflytjendur,Annad
2019-04-01,Karlar,G: samvinnufélög,482,Alls,Annad
2019-04-01,Karlar,G: samvinnufélög,370,Íslenskur bakgrunnur,Annad
2019-04-01,Karlar,G: samvinnufélög,112,Innflytjendur,Annad
2019-04-01,Konur,G: samvinnufélög,337,Alls,Annad
2019-04-01,Konur,G: samvinnufélög,241,Íslenskur bakgrunnur,Annad
2019-04-01,Konur,G: samvinnufélög,96,Innflytjendur,Annad
2019-05-01,Alls,G: samvinnufélög,772,Alls,Annad
2019-05-01,Alls,G: samvinnufélög,548,Íslenskur bakgrunnur,Annad
2019-05-01,Alls,G: samvinnufélög,224,Innflytjendur,Annad
2019-05-01,Karlar,G: samvinnufélög,420,Alls,Annad
2019-05-01,Karlar,G: samvinnufélög,306,Íslenskur bakgrunnur,Annad
2019-05-01,Karlar,G: samvinnufélög,114,Innflytjendur,Annad
2019-05-01,Konur,G: samvinnufélög,352,Alls,Annad
2019-05-01,Konur,G: samvinnufélög,242,Íslenskur bakgrunnur,Annad
2019-05-01,Konur,G: samvinnufélög,110,Innflytjendur,Annad
2019-06-01,Alls,G: samvinnufélög,795,Alls,Annad
2019-06-01,Alls,G: samvinnufélög,572,Íslenskur bakgrunnur,Annad
2019-06-01,Alls,G: samvinnufélög,223,Innflytjendur,Annad
2019-06-01,Karlar,G: samvinnufélög,433,Alls,Annad
2019-06-01,Karlar,G: samvinnufélög,321,Íslenskur bakgrunnur,Annad
2019-06-01,Karlar,G: samvinnufélög,112,Innflytjendur,Annad
2019-06-01,Konur,G: samvinnufélög,362,Alls,Annad
2019-06-01,Konur,G: samvinnufélög,251,Íslenskur bakgrunnur,Annad
2019-06-01,Konur,G: samvinnufélög,111,Innflytjendur,Annad
2019-07-01,Alls,G: samvinnufélög,814,Alls,Annad
2019-07-01,Alls,G: samvinnufélög,567,Íslenskur bakgrunnur,Annad
2019-07-01,Alls,G: samvinnufélög,247,Innflytjendur,Annad
2019-07-01,Karlar,G: samvinnufélög,448,Alls,Annad
2019-07-01,Karlar,G: samvinnufélög,323,Íslenskur bakgrunnur,Annad
2019-07-01,Karlar,G: samvinnufélög,125,Innflytjendur,Annad
2019-07-01,Konur,G: samvinnufélög,366,Alls,Annad
2019-07-01,Konur,G: samvinnufélög,244,Íslenskur bakgrunnur,Annad
2019-07-01,Konur,G: samvinnufélög,122,Innflytjendur,Annad
2019-08-01,Alls,G: samvinnufélög,826,Alls,Annad
2019-08-01,Alls,G: samvinnufélög,579,Íslenskur bakgrunnur,Annad
2019-08-01,Alls,G: samvinnufélög,247,Innflytjendur,Annad
2019-08-01,Karlar,G: samvinnufélög,457,Alls,Annad
2019-08-01,Karlar,G: samvinnufélög,330,Íslenskur bakgrunnur,Annad
2019-08-01,Karlar,G: samvinnufélög,127,Innflytjendur,Annad
2019-08-01,Konur,G: samvinnufélög,369,Alls,Annad
2019-08-01,Konur,G: samvinnufélög,249,Íslenskur bakgrunnur,Annad
2019-08-01,Konur,G: samvinnufélög,120,Innflytjendur,Annad
2019-09-01,Alls,G: samvinnufélög,1022,Alls,Annad
2019-09-01,Alls,G: samvinnufélög,555,Íslenskur bakgrunnur,Annad
2019-09-01,Alls,G: samvinnufélög,467,Innflytjendur,Annad
2019-09-01,Karlar,G: samvinnufélög,606,Alls,Annad
2019-09-01,Karlar,G: samvinnufélög,303,Íslenskur bakgrunnur,Annad
2019-09-01,Karlar,G: samvinnufélög,303,Innflytjendur,Annad
2019-09-01,Konur,G: samvinnufélög,416,Alls,Annad
2019-09-01,Konur,G: samvinnufélög,252,Íslenskur bakgrunnur,Annad
2019-09-01,Konur,G: samvinnufélög,164,Innflytjendur,Annad
2019-10-01,Alls,G: samvinnufélög,1026,Alls,Annad
2019-10-01,Alls,G: samvinnufélög,567,Íslenskur bakgrunnur,Annad
2019-10-01,Alls,G: samvinnufélög,459,Innflytjendur,Annad
2019-10-01,Karlar,G: samvinnufélög,601,Alls,Annad
2019-10-01,Karlar,G: samvinnufélög,302,Íslenskur bakgrunnur,Annad
2019-10-01,Karlar,G: samvinnufélög,299,Innflytjendur,Annad
2019-10-01,Konur,G: samvinnufélög,425,Alls,Annad
2019-10-01,Konur,G: samvinnufélög,265,Íslenskur bakgrunnur,Annad
2019-10-01,Konur,G: samvinnufélög,160,Innflytjendur,Annad
2019-11-01,Alls,G: samvinnufélög,943,Alls,Annad
2019-11-01,Alls,G: samvinnufélög,595,Íslenskur bakgrunnur,Annad
2019-11-01,Alls,G: samvinnufélög,348,Innflytjendur,Annad
2019-11-01,Karlar,G: samvinnufélög,521,Alls,Annad
2019-11-01,Karlar,G: samvinnufélög,315,Íslenskur bakgrunnur,Annad
2019-11-01,Karlar,G: samvinnufélög,206,Innflytjendur,Annad
2019-11-01,Konur,G: samvinnufélög,422,Alls,Annad
2019-11-01,Konur,G: samvinnufélög,280,Íslenskur bakgrunnur,Annad
2019-11-01,Konur,G: samvinnufélög,142,Innflytjendur,Annad
2019-12-01,Alls,G: samvinnufélög,836,Alls,Annad
2019-12-01,Alls,G: samvinnufélög,603,Íslenskur bakgrunnur,Annad
2019-12-01,Alls,G: samvinnufélög,233,Innflytjendur,Annad
2019-12-01,Karlar,G: samvinnufélög,455,Alls,Annad
2019-12-01,Karlar,G: samvinnufélög,336,Íslenskur bakgrunnur,Annad
2019-12-01,Karlar,G: samvinnufélög,119,Innflytjendur,Annad
2019-12-01,Konur,G: samvinnufélög,381,Alls,Annad
2019-12-01,Konur,G: samvinnufélög,267,Íslenskur bakgrunnur,Annad
2019-12-01,Konur,G: samvinnufélög,114,Innflytjendur,Annad
2020-01-01,Alls,G: samvinnufélög,805,Alls,Annad
2020-01-01,Alls,G: samvinnufélög,589,Íslenskur bakgrunnur,Annad
2020-01-01,Alls,G: samvinnufélög,216,Innflytjendur,Annad
2020-01-01,Karlar,G: samvinnufélög,423,Alls,Annad
2020-01-01,Karlar,G: samvinnufélög,318,Íslenskur bakgrunnur,Annad
2020-01-01,Karlar,G: samvinnufélög,105,Innflytjendur,Annad
2020-01-01,Konur,G: samvinnufélög,382,Alls,Annad
2020-01-01,Konur,G: samvinnufélög,271,Íslenskur bakgrunnur,Annad
2020-01-01,Konur,G: samvinnufélög,111,Innflytjendur,Annad
2020-02-01,Alls,G: samvinnufélög,801,Alls,Annad
2020-02-01,Alls,G: samvinnufélög,568,Íslenskur bakgrunnur,Annad
2020-02-01,Alls,G: samvinnufélög,233,Innflytjendur,Annad
2020-02-01,Karlar,G: samvinnufélög,414,Alls,Annad
2020-02-01,Karlar,G: samvinnufélög,299,Íslenskur bakgrunnur,Annad
2020-02-01,Karlar,G: samvinnufélög,115,Innflytjendur,Annad
2020-02-01,Konur,G: samvinnufélög,387,Alls,Annad
2020-02-01,Konur,G: samvinnufélög,269,Íslenskur bakgrunnur,Annad
2020-02-01,Konur,G: samvinnufélög,118,Innflytjendur,Annad
2020-03-01,Alls,G: samvinnufélög,793,Alls,Annad
2020-03-01,Alls,G: samvinnufélög,569,Íslenskur bakgrunnur,Annad
2020-03-01,Alls,G: samvinnufélög,224,Innflytjendur,Annad
2020-03-01,Karlar,G: samvinnufélög,421,Alls,Annad
2020-03-01,Karlar,G: samvinnufélög,304,Íslenskur bakgrunnur,Annad
2020-03-01,Karlar,G: samvinnufélög,117,Innflytjendur,Annad
2020-03-01,Konur,G: samvinnufélög,372,Alls,Annad
2020-03-01,Konur,G: samvinnufélög,265,Íslenskur bakgrunnur,Annad
2020-03-01,Konur,G: samvinnufélög,107,Innflytjendur,Annad
2020-04-01,Alls,G: samvinnufélög,792,Alls,Annad
2020-04-01,Alls,G: samvinnufélög,570,Íslenskur bakgrunnur,Annad
2020-04-01,Alls,G: samvinnufélög,222,Innflytjendur,Annad
2020-04-01,Karlar,G: samvinnufélög,433,Alls,Annad
2020-04-01,Karlar,G: samvinnufélög,317,Íslenskur bakgrunnur,Annad
2020-04-01,Karlar,G: samvinnufélög,116,Innflytjendur,Annad
2020-04-01,Konur,G: samvinnufélög,359,Alls,Annad
2020-04-01,Konur,G: samvinnufélög,253,Íslenskur bakgrunnur,Annad
2020-04-01,Konur,G: samvinnufélög,106,Innflytjendur,Annad
2020-05-01,Alls,G: samvinnufélög,828,Alls,Annad
