rikisfang,ar,n
Síerra Leóne,2000,3
Síerra Leóne,2001,5
Síerra Leóne,2002,5
Síerra Leóne,2003,4
Síerra Leóne,2004,3
Síerra Leóne,2005,3
Síerra Leóne,2006,3
Síerra Leóne,2007,3
Síerra Leóne,2008,4
Síerra Leóne,2009,4
Síerra Leóne,2010,4
Síerra Leóne,2011,5
Síerra Leóne,2012,5
Síerra Leóne,2013,5
Síerra Leóne,2014,5
Síerra Leóne,2015,5
Síerra Leóne,2016,5
Síerra Leóne,2017,5
Síerra Leóne,2018,5
Síerra Leóne,2019,7
Síerra Leóne,2020,8
Síerra Leóne,2021,5
Síerra Leóne,2022,8
Síerra Leóne,2023,6
Síerra Leóne,2024,8
Senegal,1998,0
Senegal,1999,1
Senegal,2000,2
Senegal,2001,3
Senegal,2002,4
Senegal,2003,3
Senegal,2004,5
Senegal,2005,4
Senegal,2006,3
Senegal,2007,3
Senegal,2008,4
Senegal,2009,3
Senegal,2010,3
Senegal,2011,5
Senegal,2012,5
Senegal,2013,6
Senegal,2014,5
Senegal,2015,5
Senegal,2016,6
Senegal,2017,5
Senegal,2018,6
Senegal,2019,7
Senegal,2020,9
Senegal,2021,10
Senegal,2022,13
Senegal,2023,11
Senegal,2024,14
Sómalía,1998,1
Sómalía,1999,1
Sómalía,2000,1
Sómalía,2001,1
Sómalía,2002,1
Sómalía,2003,1
Sómalía,2004,1
Sómalía,2005,1
Sómalía,2006,1
Sómalía,2007,1
Sómalía,2008,0
Sómalía,2009,0
Sómalía,2010,0
Sómalía,2011,0
Sómalía,2012,0
Sómalía,2013,0
Sómalía,2014,0
Sómalía,2015,0
Sómalía,2016,2
Sómalía,2017,5
Sómalía,2018,9
Sómalía,2019,18
Sómalía,2020,38
Sómalía,2021,75
Sómalía,2022,91
Sómalía,2023,109
Sómalía,2024,136
Suður-Súdan,1998,0
Suður-Súdan,1999,0
Suður-Súdan,2000,0
Suður-Súdan,2001,0
Suður-Súdan,2002,0
Suður-Súdan,2003,0
Suður-Súdan,2004,0
Suður-Súdan,2005,0
Suður-Súdan,2006,0
Suður-Súdan,2007,0
Suður-Súdan,2008,0
Suður-Súdan,2009,0
Suður-Súdan,2010,0
Suður-Súdan,2011,0
Suður-Súdan,2012,0
Suður-Súdan,2013,0
Suður-Súdan,2014,0
Suður-Súdan,2015,0
Suður-Súdan,2016,0
Suður-Súdan,2017,0
Suður-Súdan,2018,0
Suður-Súdan,2019,3
Suður-Súdan,2020,3
Suður-Súdan,2021,3
Suður-Súdan,2022,3
Suður-Súdan,2023,4
Suður-Súdan,2024,5
Chad,1998,0
Chad,1999,0
Chad,2000,0
Chad,2001,0
Chad,2002,0
Chad,2003,0
Chad,2004,0
Chad,2005,0
Chad,2006,0
Chad,2007,0
Chad,2008,0
Chad,2009,0
Chad,2010,0
Chad,2011,0
Chad,2012,0
Chad,2013,0
Chad,2014,0
Chad,2015,0
Chad,2016,0
Chad,2017,0
Chad,2018,1
Chad,2019,2
Chad,2020,2
Chad,2021,2
Chad,2022,4
Chad,2023,4
Chad,2024,2
Tógó,1998,0
Tógó,1999,0
Tógó,2000,0
Tógó,2001,0
Tógó,2002,0
Tógó,2003,0
Tógó,2004,0
Tógó,2005,0
Tógó,2006,0
Tógó,2007,1
Tógó,2008,0
Tógó,2009,0
Tógó,2010,0
Tógó,2011,0
Tógó,2012,0
Tógó,2013,1
Tógó,2014,2
Tógó,2015,0
Tógó,2016,0
Tógó,2017,1
Tógó,2018,2
Tógó,2019,2
Tógó,2020,2
Tógó,2021,2
Tógó,2022,2
Tógó,2023,2
Tógó,2024,2
Túnis,1998,3
Túnis,1999,4
Túnis,2000,5
Túnis,2001,8
Túnis,2002,8
Túnis,2003,7
Túnis,2004,7
Túnis,2005,7
Túnis,2006,2
Túnis,2007,3
Túnis,2008,3
Túnis,2009,4
Túnis,2010,4
Túnis,2011,4
Túnis,2012,3
Túnis,2013,5
Túnis,2014,5
Túnis,2015,6
Túnis,2016,9
Túnis,2017,10
Túnis,2018,12
Túnis,2019,13
Túnis,2020,18
Túnis,2021,22
Túnis,2022,23
Túnis,2023,23
Túnis,2024,25
Tansanía,1998,0
Tansanía,1999,0
Tansanía,2000,1
Tansanía,2001,1
Tansanía,2002,1
Tansanía,2003,0
Tansanía,2004,0
Tansanía,2005,0
Tansanía,2006,1
Tansanía,2007,1
Tansanía,2008,3
Tansanía,2009,3
Tansanía,2010,3
Tansanía,2011,2
Tansanía,2012,2
Tansanía,2013,4
Tansanía,2014,5
Tansanía,2015,6
Tansanía,2016,5
Tansanía,2017,2
Tansanía,2018,2
Tansanía,2019,3
Tansanía,2020,5
Tansanía,2021,4
Tansanía,2022,8
Tansanía,2023,6
Tansanía,2024,5
Úganda,1998,0
Úganda,1999,0
Úganda,2000,0
Úganda,2001,0
Úganda,2002,0
Úganda,2003,0
Úganda,2004,1
Úganda,2005,1
Úganda,2006,2
Úganda,2007,5
Úganda,2008,6
Úganda,2009,7
Úganda,2010,4
Úganda,2011,7
Úganda,2012,7
Úganda,2013,5
Úganda,2014,4
Úganda,2015,7
Úganda,2016,8
Úganda,2017,8
Úganda,2018,12
Úganda,2019,14
Úganda,2020,31
Úganda,2021,36
Úganda,2022,31
Úganda,2023,33
Úganda,2024,40
Suður-Afríka,1998,9
Suður-Afríka,1999,7
Suður-Afríka,2000,10
Suður-Afríka,2001,10
Suður-Afríka,2002,12
Suður-Afríka,2003,13
Suður-Afríka,2004,12
Suður-Afríka,2005,8
Suður-Afríka,2006,10
Suður-Afríka,2007,11
Suður-Afríka,2008,11
Suður-Afríka,2009,9
Suður-Afríka,2010,9
Suður-Afríka,2011,8
Suður-Afríka,2012,11
Suður-Afríka,2013,17
Suður-Afríka,2014,9
Suður-Afríka,2015,8
Suður-Afríka,2016,6
Suður-Afríka,2017,12
Suður-Afríka,2018,10
Suður-Afríka,2019,11
Suður-Afríka,2020,14
Suður-Afríka,2021,17
Suður-Afríka,2022,17
Suður-Afríka,2023,19
Suður-Afríka,2024,17
Zambia,1998,1
Zambia,1999,1
Zambia,2000,1
Zambia,2001,1
Zambia,2002,0
Zambia,2003,0
Zambia,2004,0
Zambia,2005,0
Zambia,2006,0
Zambia,2007,0
Zambia,2008,0
Zambia,2009,0
Zambia,2010,0
Zambia,2011,0
Zambia,2012,0
Zambia,2013,0
Zambia,2014,0
Zambia,2015,0
Zambia,2016,0
Zambia,2017,0
Zambia,2018,0
Zambia,2019,1
Zambia,2020,1
Zambia,2021,1
Zambia,2022,1
Zambia,2023,1
Zambia,2024,1
Saír,1998,1
Saír,1999,1
Saír,2000,1
Saír,2001,1
Saír,2002,1
Saír,2003,1
Saír,2004,0
Saír,2005,0
Saír,2006,0
Saír,2007,0
Saír,2008,0
Saír,2009,0
Saír,2010,0
Saír,2011,0
Saír,2012,0
Saír,2013,0
Saír,2014,0
Saír,2015,0
Saír,2016,0
Saír,2017,0
Saír,2018,0
Saír,2019,0
Saír,2020,0
Saír,2021,0
Saír,2022,0
Saír,2023,0
Saír,2024,0
Zimbabwe,1998,0
Zimbabwe,1999,0
Zimbabwe,2000,0
Zimbabwe,2001,0
Zimbabwe,2002,0
Zimbabwe,2003,0
Zimbabwe,2004,0
Zimbabwe,2005,0
Zimbabwe,2006,0
Zimbabwe,2007,1
Zimbabwe,2008,1
Zimbabwe,2009,0
Zimbabwe,2010,0
Zimbabwe,2011,0
Zimbabwe,2012,0
Zimbabwe,2013,0
Zimbabwe,2014,0
Zimbabwe,2015,0
Zimbabwe,2016,1
Zimbabwe,2017,1
Zimbabwe,2018,1
Zimbabwe,2019,1
Zimbabwe,2020,4
Zimbabwe,2021,4
Zimbabwe,2022,4
Zimbabwe,2023,5
Zimbabwe,2024,7
Afganistan,1998,0
Afganistan,1999,0
Afganistan,2000,0
Afganistan,2001,0
Afganistan,2002,3
Afganistan,2003,3
Afganistan,2004,3
Afganistan,2005,3
Afganistan,2006,3
Afganistan,2007,3
Afganistan,2008,3
Afganistan,2009,0
Afganistan,2010,1
Afganistan,2011,3
Afganistan,2012,2
Afganistan,2013,3
Afganistan,2014,4
Afganistan,2015,7
Afganistan,2016,8
Afganistan,2017,15
Afganistan,2018,36
Afganistan,2019,52
Afganistan,2020,85
Afganistan,2021,112
Afganistan,2022,133
Afganistan,2023,191
Afganistan,2024,221
Armenía,1998,0
Armenía,1999,1
Armenía,2000,1
Armenía,2001,1
Armenía,2002,1
Armenía,2003,1
Armenía,2004,1
Armenía,2005,1
Armenía,2006,1
Armenía,2007,1
Armenía,2008,1
Armenía,2009,1
Armenía,2010,0
Armenía,2011,0
Armenía,2012,0
Armenía,2013,0
Armenía,2014,0
Armenía,2015,2
Armenía,2016,2
Armenía,2017,2
Armenía,2018,1
Armenía,2019,2
Armenía,2020,2
Armenía,2021,2
Armenía,2022,1
Armenía,2023,1
Armenía,2024,1
Azerbaijan,1998,0
Azerbaijan,1999,0
Azerbaijan,2000,0
Azerbaijan,2001,0
Azerbaijan,2002,1
Azerbaijan,2003,1
Azerbaijan,2004,1
Azerbaijan,2005,2
Azerbaijan,2006,1
Azerbaijan,2007,1
Azerbaijan,2008,1
Azerbaijan,2009,1
Azerbaijan,2010,1
Azerbaijan,2011,1
Azerbaijan,2012,1
Azerbaijan,2013,0
Azerbaijan,2014,0
Azerbaijan,2015,0
Azerbaijan,2016,0
Azerbaijan,2017,3
Azerbaijan,2018,3
Azerbaijan,2019,4
Azerbaijan,2020,6
Azerbaijan,2021,6
Azerbaijan,2022,6
Azerbaijan,2023,6
Azerbaijan,2024,7
Bangladesh,1998,0
Bangladesh,1999,0
Bangladesh,2000,0
Bangladesh,2001,0
Bangladesh,2002,0
Bangladesh,2003,0
Bangladesh,2004,0
Bangladesh,2005,0
Bangladesh,2006,0
Bangladesh,2007,0
Bangladesh,2008,1
Bangladesh,2009,1
Bangladesh,2010,0
Bangladesh,2011,2
Bangladesh,2012,2
Bangladesh,2013,3
Bangladesh,2014,5
Bangladesh,2015,4
Bangladesh,2016,3
Bangladesh,2017,2
Bangladesh,2018,2
Bangladesh,2019,6
Bangladesh,2020,17
Bangladesh,2021,4
Bangladesh,2022,6
Bangladesh,2023,10
Bangladesh,2024,11
Kína,1998,37
Kína,1999,43
Kína,2000,51
Kína,2001,64
Kína,2002,62
Kína,2003,70
Kína,2004,83
Kína,2005,132
Kína,2006,470
Kína,2007,620
Kína,2008,259
Kína,2009,105
Kína,2010,106
Kína,2011,118
Kína,2012,84
Kína,2013,75
Kína,2014,77
Kína,2015,77
Kína,2016,87
Kína,2017,90
Kína,2018,104
Kína,2019,121
Kína,2020,125
Kína,2021,123
Kína,2022,135
Kína,2023,138
Kína,2024,141
Georgía,1998,0
Georgía,1999,1
Georgía,2000,2
Georgía,2001,4
Georgía,2002,7
Georgía,2003,7
Georgía,2004,8
Georgía,2005,6
Georgía,2006,5
Georgía,2007,5
Georgía,2008,6
Georgía,2009,3
Georgía,2010,2
Georgía,2011,1
Georgía,2012,0
Georgía,2013,0
Georgía,2014,1
Georgía,2015,0
Georgía,2016,2
Georgía,2017,3
Georgía,2018,11
Georgía,2019,18
Georgía,2020,22
Georgía,2021,27
Georgía,2022,35
Georgía,2023,48
Georgía,2024,59
Indónesía,1998,3
Indónesía,1999,2
Indónesía,2000,2
Indónesía,2001,4
Indónesía,2002,6
Indónesía,2003,7
Indónesía,2004,5
Indónesía,2005,7
Indónesía,2006,5
Indónesía,2007,41
Indónesía,2008,47
Indónesía,2009,11
Indónesía,2010,9
Indónesía,2011,6
Indónesía,2012,5
Indónesía,2013,8
Indónesía,2014,7
Indónesía,2015,6
Indónesía,2016,8
Indónesía,2017,7
Indónesía,2018,8
Indónesía,2019,7
Indónesía,2020,14
Indónesía,2021,15
Indónesía,2022,16
Indónesía,2023,14
Indónesía,2024,18
Ísrael,1998,3
Ísrael,1999,3
Ísrael,2000,2
Ísrael,2001,3
Ísrael,2002,4
Ísrael,2003,5
Ísrael,2004,5
Ísrael,2005,4
Ísrael,2006,5
Ísrael,2007,7
Ísrael,2008,7
Ísrael,2009,6
Ísrael,2010,6
Ísrael,2011,6
Ísrael,2012,3
Ísrael,2013,6
Ísrael,2014,6
Ísrael,2015,5
Ísrael,2016,7
Ísrael,2017,8
Ísrael,2018,6
Ísrael,2019,7
Ísrael,2020,3
Ísrael,2021,3
Ísrael,2022,3
Ísrael,2023,6
Ísrael,2024,10
Indland,1998,13
Indland,1999,13
Indland,2000,12
Indland,2001,23
Indland,2002,27
Indland,2003,27
Indland,2004,30
Indland,2005,31
Indland,2006,42
Indland,2007,68
Indland,2008,83
Indland,2009,78
Indland,2010,48
Indland,2011,44
Indland,2012,48
Indland,2013,50
Indland,2014,53
Indland,2015,58
Indland,2016,53
Indland,2017,59
Indland,2018,59
Indland,2019,66
Indland,2020,73
Indland,2021,103
Indland,2022,156
Indland,2023,232
Indland,2024,278
Írak,1998,3
Írak,1999,4
Írak,2000,6
Írak,2001,7
Írak,2002,7
Írak,2003,6
Írak,2004,6
Írak,2005,5
Írak,2006,4
Írak,2007,4
Írak,2008,6
Írak,2009,8
Írak,2010,6
Írak,2011,6
Írak,2012,5
Írak,2013,10
Írak,2014,9
Írak,2015,6
Írak,2016,6
Írak,2017,27
Írak,2018,56
Írak,2019,100
Írak,2020,133
Írak,2021,205
Írak,2022,218
Írak,2023,244
Írak,2024,259
Íran,1998,5
Íran,1999,5
Íran,2000,7
Íran,2001,6
Íran,2002,2
Íran,2003,3
Íran,2004,6
Íran,2005,6
Íran,2006,4
Íran,2007,6
Íran,2008,10
Íran,2009,7
Íran,2010,5
Íran,2011,8
Íran,2012,14
Íran,2013,17
Íran,2014,19
Íran,2015,18
Íran,2016,24
Íran,2017,40
Íran,2018,42
Íran,2019,64
Íran,2020,87
Íran,2021,99
Íran,2022,101
Íran,2023,113
Íran,2024,126
Jórdanía,1998,3
Jórdanía,1999,3
Jórdanía,2000,6
Jórdanía,2001,5
Jórdanía,2002,4
Jórdanía,2003,6
Jórdanía,2004,6
Jórdanía,2005,5
Jórdanía,2006,5
Jórdanía,2007,2
Jórdanía,2008,4
Jórdanía,2009,2
Jórdanía,2010,2
Jórdanía,2011,2
Jórdanía,2012,1
Jórdanía,2013,2
Jórdanía,2014,1
Jórdanía,2015,1
Jórdanía,2016,1
Jórdanía,2017,2
Jórdanía,2018,2
Jórdanía,2019,2
Jórdanía,2020,4
Jórdanía,2021,5
Jórdanía,2022,6
Jórdanía,2023,4
Jórdanía,2024,4
Japan,1998,5
Japan,1999,6
Japan,2000,5
Japan,2001,6
Japan,2002,9
Japan,2003,9
Japan,2004,9
Japan,2005,10
Japan,2006,12
Japan,2007,12
Japan,2008,14
Japan,2009,13
Japan,2010,12
Japan,2011,11
Japan,2012,18
Japan,2013,15
Japan,2014,12
Japan,2015,18
Japan,2016,20
Japan,2017,15
Japan,2018,24
Japan,2019,9
Japan,2020,14
Japan,2021,11
Japan,2022,11
Japan,2023,13
Japan,2024,17
Kyrgyzstan,1998,0
Kyrgyzstan,1999,0
Kyrgyzstan,2000,0
Kyrgyzstan,2001,0
Kyrgyzstan,2002,0
Kyrgyzstan,2003,0
Kyrgyzstan,2004,0
Kyrgyzstan,2005,0
Kyrgyzstan,2006,0
Kyrgyzstan,2007,0
Kyrgyzstan,2008,0
Kyrgyzstan,2009,0
Kyrgyzstan,2010,0
Kyrgyzstan,2011,0
Kyrgyzstan,2012,0
Kyrgyzstan,2013,0
Kyrgyzstan,2014,0
Kyrgyzstan,2015,0
Kyrgyzstan,2016,0
Kyrgyzstan,2017,0
Kyrgyzstan,2018,0
Kyrgyzstan,2019,1
Kyrgyzstan,2020,1
Kyrgyzstan,2021,3
Kyrgyzstan,2022,3
Kyrgyzstan,2023,5
Kyrgyzstan,2024,5
Kambódía,1998,0
Kambódía,1999,0
Kambódía,2000,0
Kambódía,2001,0
Kambódía,2002,0
Kambódía,2003,1
Kambódía,2004,1
Kambódía,2005,1
Kambódía,2006,1
Kambódía,2007,1
Kambódía,2008,2
Kambódía,2009,1
Kambódía,2010,1
Kambódía,2011,0
Kambódía,2012,0
Kambódía,2013,0
Kambódía,2014,0
Kambódía,2015,0
Kambódía,2016,0
Kambódía,2017,0
Kambódía,2018,0
Kambódía,2019,0
Kambódía,2020,0
Kambódía,2021,0
Kambódía,2022,0
Kambódía,2023,0
Kambódía,2024,1
"Kórea, Norður-",1998,0
"Kórea, Norður-",1999,0
"Kórea, Norður-",2000,0
"Kórea, Norður-",2001,0
"Kórea, Norður-",2002,0
"Kórea, Norður-",2003,0
"Kórea, Norður-",2004,0
"Kórea, Norður-",2005,0
"Kórea, Norður-",2006,0
"Kórea, Norður-",2007,0
"Kórea, Norður-",2008,0
"Kórea, Norður-",2009,0
"Kórea, Norður-",2010,2
"Kórea, Norður-",2011,0
"Kórea, Norður-",2012,0
"Kórea, Norður-",2013,0
"Kórea, Norður-",2014,0
"Kórea, Norður-",2015,0
"Kórea, Norður-",2016,0
"Kórea, Norður-",2017,0
"Kórea, Norður-",2018,0
"Kórea, Norður-",2019,0
"Kórea, Norður-",2020,0
"Kórea, Norður-",2021,0
"Kórea, Norður-",2022,0
"Kórea, Norður-",2023,0
"Kórea, Norður-",2024,0
"Kórea, Suður-",1998,2
"Kórea, Suður-",1999,2
"Kórea, Suður-",2000,4
"Kórea, Suður-",2001,4
"Kórea, Suður-",2002,2
"Kórea, Suður-",2003,1
"Kórea, Suður-",2004,1
"Kórea, Suður-",2005,1
"Kórea, Suður-",2006,1
"Kórea, Suður-",2007,1
"Kórea, Suður-",2008,1
"Kórea, Suður-",2009,2
"Kórea, Suður-",2010,3
"Kórea, Suður-",2011,1
"Kórea, Suður-",2012,2
"Kórea, Suður-",2013,1
"Kórea, Suður-",2014,2
"Kórea, Suður-",2015,1
"Kórea, Suður-",2016,1
"Kórea, Suður-",2017,1
"Kórea, Suður-",2018,1
"Kórea, Suður-",2019,3
"Kórea, Suður-",2020,4
"Kórea, Suður-",2021,4
"Kórea, Suður-",2022,5
"Kórea, Suður-",2023,3
"Kórea, Suður-",2024,4
Kasakstan,1998,2
Kasakstan,1999,0
Kasakstan,2000,0
Kasakstan,2001,0
Kasakstan,2002,0
Kasakstan,2003,0
Kasakstan,2004,0
Kasakstan,2005,0
Kasakstan,2006,0
Kasakstan,2007,0
Kasakstan,2008,0
Kasakstan,2009,0
Kasakstan,2010,1
Kasakstan,2011,1
Kasakstan,2012,1
Kasakstan,2013,1
Kasakstan,2014,1
Kasakstan,2015,1
Kasakstan,2016,1
Kasakstan,2017,3
Kasakstan,2018,3
Kasakstan,2019,3
Kasakstan,2020,3
Kasakstan,2021,3
Kasakstan,2022,3
Kasakstan,2023,4
Kasakstan,2024,7
Laos,1998,0
Laos,1999,0
Laos,2000,0
Laos,2001,0
Laos,2002,0
Laos,2003,0
Laos,2004,0
Laos,2005,0
Laos,2006,0
Laos,2007,0
Laos,2008,0
Laos,2009,0
Laos,2010,0
Laos,2011,0
Laos,2012,0
Laos,2013,0
Laos,2014,0
Laos,2015,0
Laos,2016,0
Laos,2017,0
Laos,2018,0
Laos,2019,0
Laos,2020,0
Laos,2021,0
Laos,2022,0
Laos,2023,0
Laos,2024,0
Líbanon,1998,2
Líbanon,1999,4
Líbanon,2000,2
Líbanon,2001,3
Líbanon,2002,3
Líbanon,2003,2
Líbanon,2004,2
Líbanon,2005,2
Líbanon,2006,1
Líbanon,2007,2
Líbanon,2008,3
Líbanon,2009,3
Líbanon,2010,1
Líbanon,2011,0
Líbanon,2012,0
Líbanon,2013,0
Líbanon,2014,1
Líbanon,2015,1
Líbanon,2016,3
Líbanon,2017,2
Líbanon,2018,3
Líbanon,2019,5
Líbanon,2020,5
Líbanon,2021,8
Líbanon,2022,7
Líbanon,2023,7
Líbanon,2024,8
Srí Lanka,1998,3
Srí Lanka,1999,3
Srí Lanka,2000,3
Srí Lanka,2001,9
Srí Lanka,2002,12
Srí Lanka,2003,11
Srí Lanka,2004,17
Srí Lanka,2005,16
Srí Lanka,2006,19
Srí Lanka,2007,22
Srí Lanka,2008,33
Srí Lanka,2009,35
Srí Lanka,2010,35
Srí Lanka,2011,34
Srí Lanka,2012,34
Srí Lanka,2013,38
Srí Lanka,2014,37
Srí Lanka,2015,36
Srí Lanka,2016,30
Srí Lanka,2017,29
Srí Lanka,2018,27
Srí Lanka,2019,28
Srí Lanka,2020,25
Srí Lanka,2021,29
Srí Lanka,2022,31
Srí Lanka,2023,34
Srí Lanka,2024,33
Myanmar,1998,0
Myanmar,1999,0
Myanmar,2000,0
Myanmar,2001,0
Myanmar,2002,0
Myanmar,2003,0
Myanmar,2004,0
Myanmar,2005,0
Myanmar,2006,0
Myanmar,2007,0
Myanmar,2008,1
Myanmar,2009,0
Myanmar,2010,0
Myanmar,2011,0
Myanmar,2012,0
Myanmar,2013,0
Myanmar,2014,0
Myanmar,2015,0
Myanmar,2016,0
Myanmar,2017,0
Myanmar,2018,0
Myanmar,2019,1
Myanmar,2020,1
Myanmar,2021,2
Myanmar,2022,2
Myanmar,2023,1
Myanmar,2024,1
Mongólía,1998,3
Mongólía,1999,7
Mongólía,2000,8
Mongólía,2001,6
Mongólía,2002,4
Mongólía,2003,7
Mongólía,2004,10
Mongólía,2005,12
Mongólía,2006,12
Mongólía,2007,13
Mongólía,2008,12
Mongólía,2009,13
Mongólía,2010,12
Mongólía,2011,9
Mongólía,2012,9
Mongólía,2013,8
Mongólía,2014,7
Mongólía,2015,7
Mongólía,2016,7
Mongólía,2017,7
Mongólía,2018,7
Mongólía,2019,8
Mongólía,2020,7
Mongólía,2021,7
Mongólía,2022,6
Mongólía,2023,6
Mongólía,2024,6
Maldívur,1998,0
Maldívur,1999,0
Maldívur,2000,0
Maldívur,2001,0
Maldívur,2002,0
Maldívur,2003,0
Maldívur,2004,0
Maldívur,2005,0
Maldívur,2006,0
Maldívur,2007,0
Maldívur,2008,0
Maldívur,2009,0
Maldívur,2010,0
Maldívur,2011,0
Maldívur,2012,0
Maldívur,2013,0
Maldívur,2014,0
Maldívur,2015,0
Maldívur,2016,0
Maldívur,2017,0
Maldívur,2018,0
Maldívur,2019,0
Maldívur,2020,1
Maldívur,2021,1
Maldívur,2022,1
Maldívur,2023,1
Maldívur,2024,1
Malasía,1998,3
Malasía,1999,4
Malasía,2000,6
Malasía,2001,5
Malasía,2002,6
Malasía,2003,6
Malasía,2004,7
Malasía,2005,7
Malasía,2006,9
Malasía,2007,11
Malasía,2008,13
Malasía,2009,13
Malasía,2010,11
Malasía,2011,13
Malasía,2012,10
Malasía,2013,10
Malasía,2014,9
Malasía,2015,9
Malasía,2016,10
Malasía,2017,10
Malasía,2018,10
Malasía,2019,10
Malasía,2020,9
Malasía,2021,8
Malasía,2022,11
Malasía,2023,14
Malasía,2024,17
Nepal,1998,2
Nepal,1999,3
Nepal,2000,9
Nepal,2001,12
Nepal,2002,17
Nepal,2003,25
Nepal,2004,27
Nepal,2005,34
Nepal,2006,46
Nepal,2007,43
Nepal,2008,37
Nepal,2009,34
Nepal,2010,25
Nepal,2011,24
Nepal,2012,20
Nepal,2013,17
Nepal,2014,15
Nepal,2015,14
Nepal,2016,11
Nepal,2017,16
Nepal,2018,17
Nepal,2019,18
Nepal,2020,19
Nepal,2021,14
Nepal,2022,14
Nepal,2023,22
Nepal,2024,22
Óman,1998,0
Óman,1999,0
Óman,2000,0
Óman,2001,0
Óman,2002,0
Óman,2003,0
Óman,2004,0
Óman,2005,0
Óman,2006,0
Óman,2007,0
Óman,2008,0
Óman,2009,0
Óman,2010,0
Óman,2011,2
Óman,2012,0
Óman,2013,0
Óman,2014,0
Óman,2015,0
Óman,2016,0
Óman,2017,0
Óman,2018,0
Óman,2019,0
Óman,2020,1
Óman,2021,1
Óman,2022,1
Óman,2023,1
Óman,2024,1
Filippseyjar,1998,50
Filippseyjar,1999,67
Filippseyjar,2000,92
Filippseyjar,2001,152
Filippseyjar,2002,194
Filippseyjar,2003,223
Filippseyjar,2004,232
Filippseyjar,2005,251
Filippseyjar,2006,311
Filippseyjar,2007,340
Filippseyjar,2008,315
Filippseyjar,2009,291
Filippseyjar,2010,248
Filippseyjar,2011,241
Filippseyjar,2012,254
Filippseyjar,2013,244
Filippseyjar,2014,240
Filippseyjar,2015,241
Filippseyjar,2016,220
Filippseyjar,2017,228
Filippseyjar,2018,262
Filippseyjar,2019,335
Filippseyjar,2020,353
Filippseyjar,2021,393
Filippseyjar,2022,408
Filippseyjar,2023,449
Filippseyjar,2024,516
Pakistan,1998,2
Pakistan,1999,5
Pakistan,2000,5
Pakistan,2001,6
Pakistan,2002,7
Pakistan,2003,9
Pakistan,2004,13
Pakistan,2005,22
Pakistan,2006,70
Pakistan,2007,95
Pakistan,2008,48
Pakistan,2009,10
Pakistan,2010,5
Pakistan,2011,5
Pakistan,2012,5
Pakistan,2013,6
Pakistan,2014,7
Pakistan,2015,6
Pakistan,2016,13
Pakistan,2017,20
Pakistan,2018,35
Pakistan,2019,45
Pakistan,2020,49
Pakistan,2021,56
Pakistan,2022,67
Pakistan,2023,64
Pakistan,2024,96
Palestína,1998,0
Palestína,1999,0
Palestína,2000,0
Palestína,2001,0
Palestína,2002,0
Palestína,2003,0
Palestína,2004,0
Palestína,2005,0
Palestína,2006,0
Palestína,2007,0
Palestína,2008,0
Palestína,2009,0
Palestína,2010,0
Palestína,2011,1
Palestína,2012,0
Palestína,2013,1
Palestína,2014,1
Palestína,2015,1
Palestína,2016,6
Palestína,2017,12
Palestína,2018,16
Palestína,2019,19
Palestína,2020,35
Palestína,2021,69
Palestína,2022,115
Palestína,2023,231
Palestína,2024,371
Sádi-Arabía,1998,0
Sádi-Arabía,1999,0
Sádi-Arabía,2000,0
Sádi-Arabía,2001,0
Sádi-Arabía,2002,0
Sádi-Arabía,2003,0
Sádi-Arabía,2004,0
Sádi-Arabía,2005,0
Sádi-Arabía,2006,0
Sádi-Arabía,2007,0
Sádi-Arabía,2008,0
Sádi-Arabía,2009,0
Sádi-Arabía,2010,0
Sádi-Arabía,2011,0
Sádi-Arabía,2012,0
Sádi-Arabía,2013,0
Sádi-Arabía,2014,0
Sádi-Arabía,2015,0
Sádi-Arabía,2016,0
Sádi-Arabía,2017,0
Sádi-Arabía,2018,0
Sádi-Arabía,2019,0
Sádi-Arabía,2020,0
Sádi-Arabía,2021,0
Sádi-Arabía,2022,0
Sádi-Arabía,2023,0
Sádi-Arabía,2024,0
Singapore,1998,1
Singapore,1999,2
Singapore,2000,2
Singapore,2001,2
Singapore,2002,2
Singapore,2003,0
Singapore,2004,0
Singapore,2005,0
Singapore,2006,1
Singapore,2007,1
Singapore,2008,1
Singapore,2009,0
Singapore,2010,0
Singapore,2011,0
Singapore,2012,0
Singapore,2013,1
Singapore,2014,1
Singapore,2015,0
Singapore,2016,1
Singapore,2017,1
Singapore,2018,0
Singapore,2019,2
Singapore,2020,1
Singapore,2021,2
Singapore,2022,3
Singapore,2023,4
Singapore,2024,1
Sýrland,1998,2
Sýrland,1999,2
Sýrland,2000,2
Sýrland,2001,7
Sýrland,2002,7
Sýrland,2003,7
Sýrland,2004,7
Sýrland,2005,5
Sýrland,2006,4
Sýrland,2007,5
Sýrland,2008,6
Sýrland,2009,4
Sýrland,2010,3
Sýrland,2011,2
Sýrland,2012,4
Sýrland,2013,5
Sýrland,2014,11
Sýrland,2015,11
Sýrland,2016,25
Sýrland,2017,79
Sýrland,2018,124
Sýrland,2019,126
Sýrland,2020,176
Sýrland,2021,201
Sýrland,2022,232
Sýrland,2023,276
Sýrland,2024,327
Thailand,1998,63
Thailand,1999,76
Thailand,2000,99
Thailand,2001,116
Thailand,2002,135
Thailand,2003,142
Thailand,2004,148
Thailand,2005,157
Thailand,2006,177
Thailand,2007,180
Thailand,2008,179
