date,undirvisitala,lidur,value,flokkur_1,flokkur_2,flokkur_3
2014-02-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-03-01,071 Kaup ökutækja,"Vægi, %",0.055999999999999994,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-03-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0014000000000000002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-03-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-04-01,071 Kaup ökutækja,"Vægi, %",0.051500000000000004,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-04-01,071 Kaup ökutækja,"Mánaðarbreyting, %",6e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-04-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-05-01,071 Kaup ökutækja,"Vægi, %",0.051500000000000004,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-05-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.001,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-05-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-06-01,071 Kaup ökutækja,"Vægi, %",0.0512,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-06-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.003,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-06-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-07-01,071 Kaup ökutækja,"Vægi, %",0.0512,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-07-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-6e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-07-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-08-01,071 Kaup ökutækja,"Vægi, %",0.051100000000000007,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-08-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-08-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-09-01,071 Kaup ökutækja,"Vægi, %",0.0512,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-09-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-09-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-10-01,071 Kaup ökutækja,"Vægi, %",0.051,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-10-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0021,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-10-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-11-01,071 Kaup ökutækja,"Vægi, %",0.0512,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-11-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-4e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-11-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-12-01,071 Kaup ökutækja,"Vægi, %",0.0508,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-12-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0045000000000000005,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2014-12-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-01-01,071 Kaup ökutækja,"Vægi, %",0.0506,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-01-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.012199999999999999,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-01-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-6e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-02-01,071 Kaup ökutækja,"Vægi, %",0.050199999999999995,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-02-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-8e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-02-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-03-01,071 Kaup ökutækja,"Vægi, %",0.0499,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-03-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0033,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-03-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-04-01,071 Kaup ökutækja,"Vægi, %",0.059000000000000004,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-04-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0078000000000000005,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-04-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-5e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-05-01,071 Kaup ökutækja,"Vægi, %",0.0588,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-05-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-05-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-06-01,071 Kaup ökutækja,"Vægi, %",0.058600000000000006,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-06-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0016,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-06-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-07-01,071 Kaup ökutækja,"Vægi, %",0.0587,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-07-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0039000000000000003,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-07-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-08-01,071 Kaup ökutækja,"Vægi, %",0.0582,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-08-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0038,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-08-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-09-01,071 Kaup ökutækja,"Vægi, %",0.058600000000000006,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-09-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0024,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-09-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-10-01,071 Kaup ökutækja,"Vægi, %",0.0581,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-10-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.008,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-10-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-5e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-11-01,071 Kaup ökutækja,"Vægi, %",0.0581,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-11-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0025,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-11-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-12-01,071 Kaup ökutækja,"Vægi, %",0.057800000000000004,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-12-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0027,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2015-12-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-01-01,071 Kaup ökutækja,"Vægi, %",0.0581,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-01-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0012,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-01-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-02-01,071 Kaup ökutækja,"Vægi, %",0.0576,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-02-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0018,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-02-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-03-01,071 Kaup ökutækja,"Vægi, %",0.0574,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-03-01,071 Kaup ökutækja,"Mánaðarbreyting, %",5e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-03-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-04-01,071 Kaup ökutækja,"Vægi, %",0.0658,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-04-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0034999999999999996,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-04-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-05-01,071 Kaup ökutækja,"Vægi, %",0.06559999999999999,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-05-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-05-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-06-01,071 Kaup ökutækja,"Vægi, %",0.06559999999999999,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-06-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.003,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-06-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-07-01,071 Kaup ökutækja,"Vægi, %",0.0658,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-07-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0014000000000000002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-07-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-08-01,071 Kaup ökutækja,"Vægi, %",0.0642,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-08-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0209,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-08-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-0.0014000000000000002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-09-01,071 Kaup ökutækja,"Vægi, %",0.0634,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-09-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0072,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-09-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-5e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-10-01,071 Kaup ökutækja,"Vægi, %",0.063,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-10-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0054,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-10-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-11-01,071 Kaup ökutækja,"Vægi, %",0.06269999999999999,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-11-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.006500000000000001,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-11-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-4e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-12-01,071 Kaup ökutækja,"Vægi, %",0.0623,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-12-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0038,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2016-12-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-01-01,071 Kaup ökutækja,"Vægi, %",0.060700000000000004,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-01-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.032,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-01-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-0.002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-02-01,071 Kaup ökutækja,"Vægi, %",0.0603,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-02-01,071 Kaup ökutækja,"Mánaðarbreyting, %",4e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-02-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-03-01,071 Kaup ökutækja,"Vægi, %",0.0593,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-03-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.015300000000000001,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-03-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-9e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-04-01,071 Kaup ökutækja,"Vægi, %",0.0708,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-04-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0118,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-04-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-9e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-05-01,071 Kaup ökutækja,"Vægi, %",0.0706,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-05-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0018,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-05-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-06-01,071 Kaup ökutækja,"Vægi, %",0.0697,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-06-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0121,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-06-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-9e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-07-01,071 Kaup ökutækja,"Vægi, %",0.0697,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-07-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-07-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-08-01,071 Kaup ökutækja,"Vægi, %",0.0699,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-08-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.005,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-08-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-09-01,071 Kaup ökutækja,"Vægi, %",0.0701,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-09-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0046,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-09-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-10-01,071 Kaup ökutækja,"Vægi, %",0.0699,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-10-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0015,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-10-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-11-01,071 Kaup ökutækja,"Vægi, %",0.07,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-11-01,071 Kaup ökutækja,"Mánaðarbreyting, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-11-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-12-01,071 Kaup ökutækja,"Vægi, %",0.0697,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-12-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0019,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2017-12-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-01-01,071 Kaup ökutækja,"Vægi, %",0.0698,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-01-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0012,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-01-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-02-01,071 Kaup ökutækja,"Vægi, %",0.0696,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-02-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0027,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-02-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-03-01,071 Kaup ökutækja,"Vægi, %",0.0692,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-03-01,071 Kaup ökutækja,"Mánaðarbreyting, %",3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-03-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-04-01,071 Kaup ökutækja,"Vægi, %",0.0837,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-04-01,071 Kaup ökutækja,"Mánaðarbreyting, %",3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-04-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-05-01,071 Kaup ökutækja,"Vægi, %",0.0839,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-05-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.001,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-05-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-06-01,071 Kaup ökutækja,"Vægi, %",0.0832,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-06-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0015,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-06-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-07-01,071 Kaup ökutækja,"Vægi, %",0.0832,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-07-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-07-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-08-01,071 Kaup ökutækja,"Vægi, %",0.0833,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-08-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0034999999999999996,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-08-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-09-01,071 Kaup ökutækja,"Vægi, %",0.08380000000000001,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-09-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0088,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-09-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",7.000000000000001e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-10-01,071 Kaup ökutækja,"Vægi, %",0.0855,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-10-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.026099999999999998,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-10-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0.0022,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-11-01,071 Kaup ökutækja,"Vægi, %",0.0867,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-11-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0158,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-11-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0.0014000000000000002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-12-01,071 Kaup ökutækja,"Vægi, %",0.0874,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-12-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0163,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2018-12-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0.0014000000000000002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-01-01,071 Kaup ökutækja,"Vægi, %",0.0863,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-01-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0167,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-01-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-0.0015,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-02-01,071 Kaup ökutækja,"Vægi, %",0.0855,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-02-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0073,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-02-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-6e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-03-01,071 Kaup ökutækja,"Vægi, %",0.0851,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-03-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-4e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-03-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-04-01,071 Kaup ökutækja,"Vægi, %",0.0564,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-04-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0013,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-04-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-05-01,071 Kaup ökutækja,"Vægi, %",0.0565,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-05-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0037,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-05-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",2e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-06-01,071 Kaup ökutækja,"Vægi, %",0.0564,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-06-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.002,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-06-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",1e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-07-01,071 Kaup ökutækja,"Vægi, %",0.0572,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-07-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.011000000000000001,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-07-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",6e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-08-01,071 Kaup ökutækja,"Vægi, %",0.057,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-08-01,071 Kaup ökutækja,"Mánaðarbreyting, %",5e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-08-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",0,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-09-01,071 Kaup ökutækja,"Vægi, %",0.0564,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-09-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0106,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-09-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-6e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-10-01,071 Kaup ökutækja,"Vægi, %",0.056600000000000004,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-10-01,071 Kaup ökutækja,"Mánaðarbreyting, %",0.0074,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-10-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",4e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-11-01,071 Kaup ökutækja,"Vægi, %",0.056299999999999996,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-11-01,071 Kaup ökutækja,"Mánaðarbreyting, %",-0.0048,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
2019-11-01,071 Kaup ökutækja,"Áhrif á vísitölu, %",-3e-4,07 Ferðir og flutningar,071 Kaup ökutækja,Samtals
